site_id,region,site_size,num_doctors,num_nurses,avg_patient_age,avg_patient_income,trial_success_rate,patient_enrollment_rate,previous_experience,site_rating,accessibility_score,site_type,bed_count,years_operational,training_quality,site_location,site_capacity
425,East,Small,41,59.0,60,87133.0,0.7300242293835258,0.709078520829127,Medium,Average,7,Research,159,7,Excellent,Suburban,Low
426,South,Large,43,,43,,0.5827271572533586,0.7838613925577524,High,Average,8,Teaching,276,23,Poor,Urban,Medium
427,North,Small,33,24.0,25,58395.0,0.7017823766677421,0.623119357737756,Medium,Good,5,Teaching,200,28,Excellent,Urban,Low
428,Central,Medium,40,39.0,34,79019.0,0.6248758946276518,0.9403988824774079,Low,Poor,5,Community,187,12,Average,Urban,High
429,Central,Medium,42,51.0,60,77707.0,0.6709866112666756,0.7260209656757541,Low,Good,1,Research,100,18,Good,Suburban,Medium
430,West,Medium,43,46.0,33,44006.0,0.7580874303378655,0.7672535742195975,High,Excellent,9,Community,196,28,Good,Suburban,Low
431,South,Medium,41,46.0,69,74393.0,0.7980858970763338,0.7243493909829228,High,Excellent,6,Research,100,5,Good,Suburban,High
432,North,Medium,39,51.0,66,50956.0,0.5928898763605372,0.83887910554067,Medium,Poor,9,Teaching,269,23,Good,Suburban,High
433,West,Small,11,46.0,56,70663.0,0.6621301442587814,0.8317812554153575,Medium,Average,3,Research,136,23,Poor,Urban,Low
434,East,Small,31,44.0,56,46078.0,0.6076646283966517,0.8503628086851974,Low,Poor,5,Research,117,22,Poor,Rural,Medium
435,West,Small,32,32.0,30,69631.0,0.5794526455447476,0.6938501303641722,Medium,Poor,2,Research,133,26,Average,Urban,High
436,West,Small,26,15.0,62,70140.0,0.8133548879983354,0.7104839684074231,Low,Poor,10,Research,260,10,Average,Suburban,Low
437,South,Medium,18,13.0,41,81691.0,0.863701077774797,0.6438379308836728,High,Good,5,Research,91,12,Average,Rural,Medium
438,East,Large,11,27.0,34,43961.0,0.6480928742738307,0.8294284901461394,Medium,Excellent,8,Community,268,8,Average,Urban,High
439,West,Small,41,18.0,51,69277.0,0.8005115697495068,0.6139289945674784,High,Poor,2,Research,106,19,Excellent,Rural,Low
440,North,Large,26,58.0,59,81574.0,0.8587981157457645,0.8091888174332107,Medium,Poor,8,Research,275,15,Average,Suburban,High
441,North,Small,9,38.0,45,71417.0,0.8384496842120926,0.9043935596980718,Low,Poor,4,Teaching,245,1,Good,Rural,High
442,Central,Small,6,22.0,49,62484.0,0.5731253554156903,0.9117912519013717,High,Good,10,Research,297,3,Good,Rural,Low
443,East,Large,31,56.0,52,58103.0,0.8825167526053446,0.7571632161294866,High,Good,10,Teaching,215,27,Good,Suburban,High
444,East,Medium,25,26.0,39,69345.0,0.650670576171785,0.7607562908745757,Medium,Good,1,Community,111,18,Excellent,Rural,Low
445,Central,Small,42,54.0,28,86326.0,0.6356962644695345,0.6269392140528061,High,Poor,5,Community,56,18,Average,Urban,Medium
446,West,Small,19,41.0,53,79454.0,0.5249725309111122,0.8347677589050625,Low,Average,1,Research,161,2,Good,Rural,Low
447,East,Small,25,57.0,33,41587.0,0.6944694616419532,0.8874407971304958,High,Average,7,Community,248,5,Good,Urban,Medium
448,North,Large,14,,51,,0.5436054462563715,0.6856292691116496,High,Average,8,Research,227,29,Good,Rural,High
449,North,Medium,27,13.0,50,61031.0,0.5994159283709704,0.7474553085716776,Medium,Excellent,3,Community,229,1,Good,Rural,Low
450,South,Large,43,14.0,43,66212.0,0.6267770487069125,0.8935937678678445,High,Poor,3,Research,75,10,Poor,Suburban,Low
451,East,Large,9,46.0,52,50350.0,0.8235305293966737,0.9069921636818008,Medium,Average,7,Research,203,20,Average,Suburban,Low
452,West,Medium,5,50.0,41,58816.0,0.8501954601583586,0.6851129930924791,Medium,Average,4,Teaching,295,10,Average,Urban,Low
453,Central,Large,17,58.0,67,60288.0,0.6209865269845879,0.7926997220894775,High,Average,3,Teaching,68,5,Excellent,Suburban,Medium
454,Central,Medium,25,22.0,65,69432.0,0.8434792484978295,0.6673726027225394,Low,Poor,8,Teaching,58,18,Poor,Suburban,Medium
455,West,Small,30,43.0,66,84222.0,0.8428923749479165,0.6356575674488447,Medium,Average,3,Teaching,110,21,Excellent,Suburban,High
456,South,Medium,49,54.0,44,88617.0,0.8058603801539495,0.918892175487185,High,Average,7,Research,69,26,Good,Suburban,High
457,Central,Small,25,31.0,69,46837.0,0.5586780456060726,0.8871776264812381,Medium,Poor,2,Community,155,15,Excellent,Suburban,High
458,East,Large,22,32.0,64,74217.0,0.7761291387602915,0.8660122156311107,Low,Excellent,1,Research,286,20,Good,Urban,High
459,South,Large,41,12.0,63,60884.0,0.8780096258322275,0.6170682115845991,Low,Good,6,Teaching,99,8,Good,Urban,Low
460,East,Small,49,51.0,47,45454.0,0.7730161915068628,0.89530507744859,Medium,Average,8,Teaching,257,17,Average,Suburban,Medium
461,North,Large,36,,56,,0.6326467396431336,0.7533154265668842,Low,Good,1,Community,295,12,Average,Suburban,Medium
462,South,Medium,40,,57,,0.7002317269723325,0.7198382931535509,High,Excellent,10,Teaching,130,21,Average,Urban,Medium
463,Central,Small,21,54.0,29,81637.0,0.7582900173404215,0.7912667263588817,High,Excellent,9,Research,199,27,Average,Rural,Medium
464,South,Large,39,58.0,67,83618.0,0.7042281634914014,0.6319736349532445,Medium,Average,3,Research,190,12,Average,Urban,High
465,South,Small,15,30.0,58,58412.0,0.5479811766923879,0.8648262922733396,Low,Poor,3,Research,189,26,Poor,Rural,Low
466,South,Medium,25,55.0,64,87111.0,0.6248256178608083,0.8038522769109036,High,Excellent,4,Research,59,1,Average,Suburban,Medium
467,South,Medium,30,53.0,35,79613.0,0.820958412221453,0.6653065339056086,High,Good,1,Research,114,26,Excellent,Suburban,Low
468,East,Large,8,,27,,0.8445672184382069,0.665881269919166,High,Good,9,Community,273,26,Good,Urban,Low
469,North,Medium,38,53.0,57,77392.0,0.5549200130862281,0.6644870280504359,Medium,Good,3,Research,207,4,Average,Suburban,Low
470,West,Small,22,20.0,35,48848.0,0.8809547009594898,0.6199508356431769,Medium,Good,10,Teaching,57,8,Poor,Rural,Low
471,South,Medium,44,48.0,40,89317.0,0.6315290471394437,0.8057294572800897,High,Excellent,4,Teaching,198,1,Excellent,Rural,Medium
472,Central,Small,39,13.0,42,53136.0,0.7649254954922879,0.8941218621559778,High,Average,1,Teaching,71,27,Excellent,Urban,Medium
473,South,Small,45,10.0,54,40589.0,0.8007300583826724,0.606124374895586,Low,Average,4,Teaching,67,15,Good,Rural,Medium
474,Central,Medium,33,37.0,34,60908.0,0.8247784938551534,0.6171516257399458,Low,Good,1,Community,243,18,Excellent,Urban,High
475,East,Large,33,33.0,42,46509.0,0.8782998808903721,0.800469596840431,Low,Average,5,Teaching,225,1,Excellent,Urban,Medium
476,Central,Medium,42,44.0,62,80461.0,0.6251678192115291,0.8868234898851183,Medium,Good,5,Community,221,11,Excellent,Rural,High
477,West,Small,46,22.0,43,82222.0,0.8434025818206219,0.7143586116990217,High,Good,7,Teaching,58,23,Excellent,Rural,High
478,North,Small,25,56.0,60,89223.0,0.5526747613744828,0.7223650395827027,Medium,Poor,8,Community,244,2,Poor,Rural,High
479,Central,Medium,46,43.0,37,84476.0,0.7820163625414371,0.8087212741238715,High,Excellent,4,Community,103,1,Good,Rural,Medium
480,Central,Large,17,20.0,27,85710.0,0.7967910918055944,0.6959745111934514,Low,Excellent,7,Community,75,12,Average,Rural,Medium
481,North,Large,45,45.0,34,89420.0,0.7710892964805283,0.6093129281271894,Low,Good,4,Teaching,262,16,Excellent,Rural,Medium
482,West,Small,21,26.0,62,49968.0,0.6009258944540612,0.8573299813355586,Low,Excellent,3,Community,143,22,Poor,Rural,High
483,South,Small,13,44.0,25,42462.0,0.8492172588060813,0.8189774695295086,Low,Average,6,Research,269,22,Good,Suburban,High
484,Central,Large,45,27.0,51,49460.0,0.567543385348158,0.8032645996694807,High,Good,4,Research,149,10,Average,Urban,Low
485,North,Medium,5,,32,,0.5214539166083323,0.859589445147138,Low,Poor,3,Teaching,75,18,Good,Urban,High
486,East,Small,6,31.0,66,49275.0,0.786985996244765,0.8363307931467131,High,Average,9,Research,83,15,Poor,Rural,High
487,North,Small,33,33.0,41,68677.0,0.6901902860930935,0.6720586958624124,High,Poor,5,Research,57,17,Poor,Urban,Medium
488,East,Large,37,28.0,33,53269.0,0.8396392079834705,0.7233683664301729,Medium,Poor,7,Research,187,10,Poor,Rural,Low
489,West,Medium,14,46.0,30,40406.0,0.6533588564233036,0.6441385495875187,Low,Excellent,6,Teaching,97,3,Excellent,Suburban,Low
490,South,Large,44,48.0,67,47384.0,0.5673114354030852,0.6454499546962583,Low,Excellent,10,Teaching,232,26,Poor,Urban,Low
491,North,Medium,25,30.0,49,62553.0,0.8345768769879479,0.8366685112247887,Medium,Good,5,Research,156,21,Average,Urban,Medium
492,Central,Medium,32,17.0,63,64366.0,0.7195638526560286,0.9005100374438744,High,Excellent,7,Teaching,291,16,Excellent,Suburban,Low
493,West,Medium,15,,52,,0.5756783169561419,0.9369564043513986,Low,Poor,6,Community,103,6,Good,Suburban,Low
494,North,Small,38,14.0,57,57369.0,0.7881535994345783,0.8199214911423055,High,Poor,10,Research,255,3,Average,Suburban,Medium
495,Central,Large,12,,61,,0.7044454553958002,0.664435463176335,Medium,Average,2,Teaching,217,9,Excellent,Urban,Low
496,North,Large,26,46.0,33,44485.0,0.7417251928961279,0.6369776209071257,High,Poor,3,Teaching,168,11,Poor,Urban,High
497,East,Medium,12,45.0,42,81669.0,0.6843593352826327,0.8844978400378651,Low,Good,2,Research,192,21,Good,Suburban,High
498,North,Small,19,,45,,0.8314835935272026,0.8025647667259997,High,Good,3,Teaching,130,13,Poor,Suburban,High
499,North,Small,21,,26,,0.8318250862732199,0.8163997573548019,High,Excellent,1,Research,294,18,Average,Suburban,High
500,North,Large,27,43.0,67,69425.0,0.7837555287297545,0.8735117310641483,Low,Excellent,8,Teaching,195,26,Average,Suburban,High
501,West,Small,28,20.0,62,62673.0,0.542160550958585,0.846147029706358,Low,Excellent,6,Community,145,22,Excellent,Suburban,High
502,North,Small,49,54.0,64,49603.0,0.8355415447616276,0.8920603884996338,High,Good,2,Research,151,28,Average,Rural,High
503,Central,Medium,23,56.0,60,79696.0,0.768405192213164,0.6196748669109574,High,Poor,8,Community,200,24,Good,Suburban,High
504,East,Small,9,21.0,67,45368.0,0.7788096664017199,0.8616322228612767,Medium,Excellent,6,Research,111,27,Excellent,Rural,High
505,East,Medium,36,30.0,61,44621.0,0.6451931361615486,0.8977984650627333,Low,Average,7,Teaching,95,22,Good,Urban,Medium
506,North,Large,48,20.0,39,54719.0,0.8517118224628026,0.70014726486041,High,Excellent,1,Community,136,4,Poor,Urban,Medium
507,West,Small,5,48.0,52,69227.0,0.790148640093943,0.8241565458976384,Low,Good,7,Teaching,148,22,Good,Rural,High
508,West,Large,27,37.0,42,83894.0,0.5450361866116777,0.7099567223429402,Medium,Excellent,3,Research,88,24,Good,Suburban,Medium
509,Central,Large,41,14.0,58,47566.0,0.6631112137624651,0.9352898732688588,High,Poor,8,Research,192,8,Average,Urban,Medium
510,North,Small,12,26.0,46,52306.0,0.8545521447840567,0.6116982503524263,High,Excellent,6,Research,102,13,Poor,Suburban,High
511,East,Small,17,29.0,35,64042.0,0.5188786806789516,0.8029274953415342,High,Good,4,Research,265,10,Average,Suburban,High
512,West,Large,12,50.0,37,55086.0,0.8845666478568198,0.6582762414673302,Low,Good,8,Research,241,2,Poor,Rural,Medium
513,North,Small,27,55.0,28,57387.0,0.7716650273278252,0.8492770718120055,Medium,Average,9,Community,240,8,Poor,Urban,High
514,West,Medium,47,,46,,0.7525503910573507,0.6615615991965317,Low,Good,10,Research,269,6,Good,Urban,High
515,West,Medium,5,15.0,31,63888.0,0.6082237025951965,0.6823841416644252,High,Average,2,Teaching,129,16,Average,Rural,High
516,East,Small,49,26.0,67,66514.0,0.5995167154956709,0.7730297838660153,Medium,Poor,6,Community,65,18,Good,Suburban,High
517,South,Large,28,28.0,48,58323.0,0.8768232877954383,0.9201922324989074,High,Good,5,Teaching,153,17,Good,Suburban,Medium
518,Central,Small,39,35.0,28,58019.0,0.6193089816936491,0.6741000302517898,High,Excellent,5,Research,280,6,Good,Urban,Low
519,Central,Small,28,57.0,52,49890.0,0.8102021186875998,0.6504840073913362,Low,Poor,10,Teaching,119,13,Poor,Rural,Medium
520,East,Large,21,,39,,0.6572487192828317,0.8656418911489107,High,Excellent,3,Community,243,23,Average,Rural,Low
521,West,Large,9,53.0,25,85487.0,0.5557016283138816,0.7752168363168758,Medium,Excellent,8,Community,295,14,Average,Suburban,Low
522,North,Medium,24,41.0,27,50283.0,0.5042861190781436,0.91912478933362,High,Excellent,8,Community,190,26,Good,Suburban,Low
523,West,Large,25,15.0,38,58279.0,0.7177029348061004,0.6513150950059448,High,Poor,5,Teaching,157,21,Poor,Rural,Medium
524,East,Medium,44,,62,,0.8903115274195731,0.8260747625580638,Low,Poor,8,Community,96,10,Average,Urban,Medium
525,Central,Large,35,47.0,25,62908.0,0.6476544775236818,0.6815077011531352,Medium,Good,10,Teaching,58,24,Excellent,Suburban,Medium
526,West,Small,40,20.0,62,87466.0,0.642876933597218,0.6548661500280737,Low,Excellent,8,Research,240,11,Average,Rural,Medium
527,Central,Medium,15,42.0,62,77952.0,0.6376366471397769,0.8392002953050446,High,Average,3,Research,83,13,Good,Rural,Medium
528,North,Medium,19,33.0,45,75170.0,0.7082175349219434,0.8077896169680566,Low,Good,2,Teaching,258,12,Excellent,Rural,Low
529,Central,Medium,23,,53,,0.6762659533697174,0.8641896104268159,Low,Poor,9,Community,268,9,Poor,Urban,Medium
530,Central,Small,11,24.0,29,84172.0,0.8519658506908059,0.7083119017561638,Low,Average,2,Teaching,206,4,Excellent,Suburban,Low
531,South,Small,32,36.0,34,87929.0,0.7022083166893961,0.7567900797337664,Low,Poor,9,Teaching,214,7,Excellent,Suburban,Medium
532,South,Small,47,20.0,52,49343.0,0.7031031352754276,0.7419150867156464,High,Average,4,Teaching,220,24,Good,Suburban,Medium
533,South,Small,9,59.0,45,50637.0,0.5553486378882226,0.9444313123882799,High,Good,2,Research,135,29,Average,Urban,High
534,Central,Small,9,26.0,31,74724.0,0.8930958163641545,0.7022871348587857,Medium,Average,10,Teaching,164,22,Poor,Suburban,Low
535,East,Medium,34,23.0,27,79791.0,0.5999891563475319,0.7031860334213684,Low,Good,1,Research,113,2,Excellent,Suburban,Medium
536,Central,Small,36,36.0,69,69134.0,0.529345626983841,0.7240918730900125,Low,Poor,4,Teaching,201,7,Good,Suburban,Medium
537,East,Medium,12,27.0,44,86830.0,0.7652584995900835,0.7976079284516124,Medium,Average,9,Research,248,29,Average,Suburban,Medium
538,East,Small,14,37.0,43,87101.0,0.738146548062749,0.6883129604923108,Low,Excellent,9,Teaching,83,9,Excellent,Urban,High
539,South,Large,42,56.0,59,43907.0,0.6660582615970982,0.9203514791327458,Medium,Excellent,4,Teaching,225,5,Good,Rural,Low
540,West,Medium,36,56.0,28,73575.0,0.6688768935522712,0.6929899477031922,High,Poor,9,Community,61,15,Good,Rural,Medium
541,North,Large,32,13.0,29,86799.0,0.8140255684185724,0.9135355060460681,Medium,Average,6,Community,200,18,Good,Suburban,Medium
542,South,Medium,21,16.0,25,44827.0,0.5782850560398596,0.6362162722763046,Low,Excellent,1,Teaching,256,4,Poor,Suburban,Medium
543,South,Large,35,54.0,28,70607.0,0.8281013275779558,0.8297969458398783,Medium,Good,10,Teaching,146,19,Average,Suburban,High
544,West,Small,12,44.0,36,53699.0,0.7594988455580073,0.9174449314533852,High,Average,6,Teaching,170,20,Excellent,Urban,Medium
545,North,Small,44,57.0,51,77292.0,0.6675879095118098,0.6590623034393803,Low,Average,9,Teaching,190,26,Average,Suburban,Low
546,Central,Small,29,18.0,66,87961.0,0.6832114466335475,0.9389144360347392,High,Excellent,2,Community,136,7,Average,Urban,Low
547,Central,Medium,13,17.0,47,65883.0,0.6026588828744384,0.758509176145429,High,Good,6,Research,151,26,Excellent,Suburban,Low
548,South,Large,6,54.0,49,88991.0,0.8008457330787899,0.9310002879543585,Medium,Good,2,Teaching,145,8,Average,Suburban,Low
549,North,Small,19,26.0,45,45313.0,0.7051498969221071,0.8368870152705163,High,Good,4,Community,222,17,Poor,Rural,Medium
550,South,Large,7,26.0,48,53598.0,0.6283418170999374,0.705555404455743,Low,Average,8,Teaching,163,13,Excellent,Suburban,High
551,East,Large,40,58.0,49,85826.0,0.7384200463043801,0.6659058837209872,High,Poor,7,Teaching,276,24,Excellent,Urban,High
552,South,Small,8,42.0,69,89909.0,0.8982937808205292,0.7063072661787848,High,Average,9,Research,242,21,Good,Rural,High
553,South,Small,18,,56,,0.6741049118626216,0.6325560932419362,Medium,Average,7,Teaching,96,28,Average,Urban,Medium
554,Central,Large,45,17.0,56,44887.0,0.8682765603114478,0.6503537882201654,High,Excellent,1,Teaching,107,23,Excellent,Rural,High
555,Central,Small,45,28.0,29,43854.0,0.6380067359698265,0.6366311541212684,Medium,Poor,2,Research,286,11,Excellent,Urban,Low
556,Central,Small,29,47.0,60,85226.0,0.5218930827699944,0.7480302403095451,Medium,Good,6,Research,182,27,Poor,Rural,Medium
557,East,Small,14,12.0,66,54536.0,0.5816968425473715,0.8784524316901552,Low,Excellent,7,Research,170,1,Good,Urban,High
558,Central,Medium,25,14.0,66,43558.0,0.6674780573310737,0.649484243975719,Low,Average,3,Research,254,2,Excellent,Urban,Low
559,North,Large,40,22.0,63,49772.0,0.5878539714378276,0.6456121516103175,Low,Poor,9,Community,167,17,Poor,Suburban,Low
560,West,Large,16,56.0,40,76343.0,0.5000908152873023,0.8252001323310657,Low,Good,7,Community,54,5,Excellent,Rural,Medium
561,North,Medium,31,55.0,57,75186.0,0.8660006150990109,0.6690140436888232,Medium,Good,6,Community,237,6,Excellent,Rural,Medium
562,North,Large,44,40.0,45,76966.0,0.8375517644923716,0.634163513338147,High,Average,6,Teaching,145,26,Excellent,Suburban,High
563,Central,Small,6,25.0,33,73769.0,0.7969168925947789,0.6583970023719521,Low,Good,1,Research,292,25,Poor,Urban,High
564,West,Large,17,59.0,30,79887.0,0.5671258382584115,0.9233059885568715,Low,Good,5,Research,70,24,Average,Urban,High
565,West,Small,36,41.0,69,59229.0,0.5481454304839944,0.8875149384716667,Low,Poor,10,Community,201,7,Excellent,Rural,Medium
566,West,Medium,35,31.0,59,49673.0,0.5270418997889532,0.723922596824283,High,Excellent,3,Teaching,177,28,Excellent,Urban,High
567,East,Small,20,38.0,63,67877.0,0.7896116755091684,0.8295372685645874,Low,Poor,7,Teaching,173,21,Average,Rural,High
568,Central,Large,36,,46,,0.8715231842751541,0.7880464857838133,High,Excellent,10,Teaching,195,15,Excellent,Rural,Low
569,West,Large,36,52.0,65,78084.0,0.6722143283652148,0.8369934922188973,Medium,Excellent,3,Community,70,19,Good,Urban,Low
570,East,Large,38,12.0,29,56244.0,0.5476562687984192,0.8389349033619657,Medium,Excellent,5,Teaching,103,16,Excellent,Urban,Low
571,South,Medium,15,,66,,0.7049571282928426,0.8200569052709975,Medium,Good,7,Teaching,187,25,Good,Urban,High
572,South,Medium,14,,47,,0.6395327629834521,0.6931354789880579,High,Poor,3,Teaching,201,13,Average,Suburban,Medium
573,East,Large,19,30.0,41,63099.0,0.6499299697399991,0.6136522472669863,Low,Good,10,Research,153,5,Poor,Rural,Low
574,East,Small,21,25.0,36,84641.0,0.7485322496622829,0.7594483736965381,Low,Average,2,Community,160,3,Average,Urban,Medium
575,Central,Medium,44,21.0,47,77034.0,0.7874872453048809,0.9118408596417462,Low,Poor,6,Research,262,3,Excellent,Suburban,High
576,Central,Large,22,11.0,40,80317.0,0.5442414395492643,0.7993240404815015,Low,Excellent,8,Research,266,19,Good,Urban,High
577,South,Large,13,50.0,27,59094.0,0.5142360923225906,0.8913368645956677,Low,Good,4,Community,165,14,Poor,Rural,Low
578,West,Medium,29,33.0,54,50589.0,0.8977321210742859,0.9470685200364298,High,Good,9,Research,237,16,Excellent,Suburban,Medium
579,South,Medium,44,44.0,46,41657.0,0.5930913395662207,0.6572656714483966,Medium,Poor,8,Teaching,106,22,Poor,Rural,Low
580,West,Medium,18,,33,,0.5215322099633837,0.8421221736996938,Low,Poor,7,Teaching,177,17,Poor,Urban,High
581,West,Small,29,39.0,53,79531.0,0.575950131638368,0.8360027507950085,Medium,Excellent,7,Teaching,200,27,Excellent,Urban,Medium
582,Central,Small,26,,61,,0.5155831385393856,0.9429844065753974,High,Excellent,3,Teaching,199,4,Average,Urban,Low
583,North,Large,34,44.0,47,67542.0,0.6567243578468687,0.9449602568834801,High,Average,6,Community,245,13,Excellent,Suburban,High
584,North,Medium,24,28.0,37,58437.0,0.8209607137805297,0.8403375141034453,Low,Excellent,5,Research,211,8,Excellent,Suburban,Low
585,East,Small,25,,56,,0.6364977799030882,0.685265177193768,High,Good,1,Research,169,19,Average,Suburban,Medium
586,Central,Medium,48,,47,,0.6776733627513466,0.8794945433457096,Medium,Average,3,Teaching,119,5,Good,Suburban,Medium
587,West,Large,36,,69,,0.7702347094269755,0.6374601969738634,Low,Average,1,Teaching,205,2,Excellent,Urban,Medium
588,North,Small,25,58.0,41,68430.0,0.7035576280279521,0.87324475646007,Low,Average,4,Research,144,15,Poor,Urban,Medium
589,West,Small,39,49.0,64,46009.0,0.8445782744085297,0.9185686434506437,Medium,Poor,10,Community,148,2,Excellent,Urban,Medium
590,North,Small,36,,45,,0.8464142700183026,0.7339916881689523,Low,Excellent,3,Research,216,11,Excellent,Suburban,Low
591,North,Large,34,,26,,0.5039642781964615,0.8207223532440782,Low,Average,4,Teaching,91,13,Poor,Suburban,Low
592,North,Medium,43,16.0,61,49417.0,0.8112185225932798,0.7505499562338892,Medium,Poor,9,Teaching,200,23,Average,Urban,Low
593,Central,Small,16,12.0,30,81989.0,0.6842934400966696,0.7532177692458449,Low,Poor,3,Community,119,10,Good,Urban,Low
594,South,Large,45,10.0,68,42671.0,0.8955362165214653,0.708629811187842,Low,Average,6,Research,257,3,Good,Suburban,High
595,West,Medium,22,45.0,42,46519.0,0.6932928303501741,0.8667453671576135,Medium,Average,6,Community,51,5,Poor,Rural,High
596,Central,Large,25,34.0,54,76730.0,0.894758378155319,0.9276617974582768,High,Good,7,Community,201,3,Average,Urban,Low
597,Central,Medium,17,46.0,46,52734.0,0.8018277444822947,0.9292628007320614,Medium,Average,9,Teaching,194,6,Excellent,Urban,High
598,Central,Large,25,10.0,57,85890.0,0.5994419538453225,0.6611734497062268,Low,Good,7,Research,158,13,Excellent,Urban,High
599,Central,Medium,12,24.0,54,43722.0,0.7153579917147831,0.9061602773797981,Medium,Average,1,Teaching,114,10,Excellent,Suburban,Medium
600,Central,Small,44,46.0,41,44906.0,0.8968542557914332,0.8581010044994928,Low,Average,8,Research,119,19,Excellent,Urban,Low
601,East,Medium,11,22.0,67,70096.0,0.8430122431007695,0.6884930902416012,Low,Excellent,5,Teaching,118,8,Excellent,Urban,High
602,West,Large,27,49.0,56,80031.0,0.5389467575164885,0.6235496145225301,Medium,Average,9,Teaching,170,18,Poor,Urban,High
603,Central,Large,48,17.0,66,53699.0,0.7825487987239985,0.6937990434095322,Low,Average,10,Research,158,3,Excellent,Urban,Low
604,West,Medium,36,14.0,38,61438.0,0.6382318343483252,0.9192728828735339,High,Good,5,Research,109,24,Excellent,Urban,Medium
605,East,Small,15,18.0,34,83856.0,0.5027929047521392,0.8216125362135203,Low,Good,5,Teaching,296,24,Average,Rural,Low
606,East,Small,26,10.0,60,73576.0,0.6613923876107999,0.8523691313142552,Medium,Excellent,2,Research,227,17,Excellent,Rural,Medium
607,West,Medium,26,,58,,0.5939017686899886,0.6900033228881836,High,Average,3,Teaching,142,8,Good,Urban,High
608,North,Medium,47,44.0,33,89028.0,0.8275477082081886,0.851785854451187,High,Average,10,Research,61,10,Poor,Urban,Medium
609,South,Large,29,11.0,66,89877.0,0.6349322435383062,0.6098425271972733,Low,Good,9,Teaching,152,2,Poor,Urban,Medium
610,North,Small,26,49.0,52,72247.0,0.8310094775815269,0.7313624710205548,Medium,Poor,7,Teaching,224,12,Poor,Urban,Low
611,North,Medium,32,,35,,0.5002391755339182,0.8193636719898159,Low,Poor,1,Teaching,244,23,Good,Suburban,High
612,North,Small,33,,38,,0.6231276600104476,0.651133797939462,Low,Poor,3,Community,161,6,Excellent,Suburban,Low
613,Central,Medium,17,43.0,63,80469.0,0.5964660857231048,0.8880512510564271,Medium,Good,2,Research,114,2,Poor,Suburban,Low
614,East,Medium,22,55.0,43,57600.0,0.5934269444274444,0.6822609545841715,Medium,Good,1,Teaching,204,21,Good,Rural,High
615,North,Small,6,23.0,39,60435.0,0.5272746479061851,0.8282983894864562,Low,Poor,9,Community,97,23,Average,Urban,Low
616,East,Medium,33,,52,,0.5748497081642007,0.7418189999013654,High,Poor,8,Teaching,137,24,Excellent,Suburban,Low
617,West,Medium,25,39.0,48,54191.0,0.722219827954248,0.8086152584171765,Low,Average,5,Community,111,3,Good,Urban,Medium
618,South,Large,19,40.0,32,59190.0,0.6165444291350978,0.6376076934201178,High,Good,2,Teaching,93,17,Excellent,Urban,Low
619,West,Medium,31,,67,,0.6669579129316592,0.6059194799725626,Low,Good,1,Teaching,196,29,Average,Rural,High
620,West,Medium,35,20.0,33,71721.0,0.6507467521388755,0.9183475495831054,Medium,Poor,7,Community,236,7,Good,Rural,Low
621,Central,Medium,19,44.0,57,53704.0,0.8503619699999578,0.6943705030685139,High,Poor,2,Community,185,29,Excellent,Suburban,Medium
622,South,Large,27,17.0,57,42123.0,0.8621195996042061,0.8868869509731606,Medium,Excellent,1,Research,104,21,Good,Suburban,Low
623,West,Small,28,,43,,0.6971827886623441,0.94977260516527,Medium,Good,2,Research,157,5,Poor,Rural,Low
624,West,Large,48,23.0,27,84301.0,0.6320623801262417,0.6740009402996189,Medium,Excellent,7,Community,96,23,Excellent,Rural,Low
625,South,Large,17,22.0,34,89376.0,0.5427202816009454,0.6928097594141744,Medium,Average,7,Research,51,1,Good,Urban,Medium
626,South,Small,26,,64,,0.881361151752838,0.832000925672133,Medium,Excellent,10,Community,271,8,Poor,Urban,High
627,West,Large,47,41.0,66,54586.0,0.5240907779601189,0.9379070221102174,Low,Poor,6,Research,271,12,Average,Suburban,High
628,South,Small,41,43.0,25,71976.0,0.6190601110273122,0.9205350218667603,High,Good,5,Teaching,162,14,Excellent,Suburban,Medium
629,West,Large,37,54.0,53,65416.0,0.6192264804680017,0.7760064320229547,Low,Good,3,Research,216,16,Excellent,Rural,Medium
630,West,Small,7,28.0,58,41814.0,0.628160514456086,0.8782885988843536,Low,Excellent,3,Teaching,222,10,Average,Suburban,Low
631,Central,Medium,23,47.0,37,53001.0,0.5657147373089637,0.6475110485849653,Low,Excellent,9,Teaching,209,15,Poor,Urban,High
632,North,Large,27,25.0,25,56508.0,0.8132645723694789,0.9421033644714043,Medium,Average,4,Research,242,21,Average,Rural,Medium
633,West,Large,33,11.0,58,59630.0,0.5489991447863957,0.9375236319125952,Low,Average,9,Community,215,24,Excellent,Urban,High
634,East,Large,34,49.0,53,53380.0,0.7539626636612651,0.6573051352577098,High,Poor,4,Teaching,254,26,Good,Rural,Low
635,North,Large,43,,37,,0.549538410682327,0.7047980936810873,Low,Poor,2,Teaching,60,15,Poor,Rural,Medium
636,North,Medium,48,,53,,0.5282142550371827,0.6350542491273684,Medium,Poor,4,Research,187,10,Poor,Urban,High
637,North,Large,29,51.0,63,86335.0,0.8637718014743506,0.6951011596143628,High,Excellent,6,Community,161,21,Poor,Suburban,High
638,Central,Medium,41,25.0,48,86806.0,0.5760515065274823,0.8855845262953224,High,Excellent,6,Community,236,28,Average,Suburban,Low
